machine_id,job_id,op_index,start,end,proc_time
0,7,0,0,36,36
0,1,4,235,312,77
0,9,4,312,364,52
0,0,4,364,373,9
0,2,5,380,420,40
0,4,3,423,487,64
0,3,9,574,629,55
0,8,9,629,704,75
0,6,9,708,803,95
0,5,9,808,860,52
1,3,0,0,91,91
1,1,2,91,178,87
1,6,1,178,241,63
1,4,1,241,331,90
1,2,4,331,380,49
1,8,8,539,617,78
1,0,8,672,730,58
1,5,7,730,787,57
1,9,9,810,836,26
1,7,9,836,844,8
2,0,0,0,44,44
2,8,1,88,169,81
2,3,1,169,186,17
2,6,4,273,355,82
2,5,3,355,384,29
2,2,7,454,502,48
2,4,4,502,596,94
2,9,5,596,602,6
2,1,6,602,683,81
2,7,8,791,827,36
3,0,1,44,49,5
3,8,2,169,182,13
3,2,3,202,272,70
3,7,4,272,348,76
3,4,2,348,423,75
3,3,6,429,436,7
3,6,5,436,463,27
3,1,5,463,548,85
3,5,6,601,669,68
3,9,8,804,810,6
4,1,0,0,15,15
4,9,1,88,142,54
4,2,2,192,202,10
4,6,2,241,267,26
4,0,3,267,364,97
4,8,4,364,418,54
4,3,5,418,429,11
4,5,4,429,487,58
4,4,6,611,623,12
4,7,6,685,715,30
5,8,0,0,88,88
5,7,1,88,103,15
5,0,2,103,161,58
5,5,1,161,254,93
5,6,3,267,273,6
5,3,3,273,348,75
5,2,9,606,677,71
5,1,7,683,722,39
5,9,7,722,804,82
5,4,9,804,854,50
6,6,0,0,87,87
6,4,0,87,158,71
6,2,1,170,192,22
6,9,2,192,256,64
6,8,3,256,338,82
6,3,7,436,508,72
6,5,5,508,601,93
6,7,5,601,685,84
6,0,9,730,819,89
6,1,9,819,840,21
7,1,1,15,46,31
7,5,0,46,116,70
7,3,2,186,248,62
7,9,3,256,288,32
7,0,5,373,457,84
7,8,5,457,470,13
7,6,6,470,526,56
7,2,8,526,606,80
7,4,7,623,690,67
7,7,7,715,791,76
8,7,2,103,144,41
8,1,3,178,235,57
8,5,2,254,331,77
8,3,4,348,395,47
8,2,6,420,454,34
8,8,6,470,499,29
8,0,6,499,576,77
8,4,5,596,611,15
8,6,7,611,659,48
8,9,6,659,713,54
9,9,0,0,88,88
9,2,0,88,170,82
9,7,3,170,248,78
9,8,7,499,539,40
9,3,8,539,574,35
9,0,7,576,672,96
9,6,8,672,708,36
9,4,8,708,728,20
9,1,8,728,801,73
9,5,8,801,808,7
