machine_id,job_id,op_index,start,end,proc_time
0,7,0,0,36,36
0,2,5,290,330,40
0,0,4,347,356,9
0,9,4,356,408,52
0,1,4,408,485,77
0,4,3,485,549,64
0,3,9,561,616,55
0,8,9,616,691,75
0,6,9,700,795,95
0,5,9,795,847,52
1,3,0,0,91,91
1,6,1,91,154,63
1,1,2,154,241,87
1,2,4,241,290,49
1,4,1,290,380,90
1,8,8,525,603,78
1,0,8,658,716,58
1,5,7,716,773,57
1,7,9,773,781,8
1,9,9,781,807,26
2,0,0,0,44,44
2,3,1,91,108,17
2,8,1,108,189,81
2,6,4,256,338,82
2,2,7,379,427,48
2,5,3,456,485,29
2,9,5,485,491,6
2,4,4,549,643,94
2,1,6,643,724,81
2,7,8,724,760,36
3,0,1,44,49,5
3,2,3,119,189,70
3,8,2,189,202,13
3,7,4,248,324,76
3,3,6,358,365,7
3,4,2,380,455,75
3,6,5,455,482,27
3,1,5,485,570,85
3,5,6,636,704,68
3,9,8,704,710,6
4,1,0,0,15,15
4,2,2,109,119,10
4,9,1,170,224,54
4,6,2,224,250,26
4,0,3,250,347,97
4,3,5,347,358,11
4,8,4,370,424,54
4,7,6,454,484,30
4,5,4,485,543,58
4,4,6,679,691,12
5,8,0,0,88,88
5,7,1,88,103,15
5,0,2,103,161,58
5,3,3,170,245,75
5,6,3,250,256,6
5,5,1,256,349,93
5,2,9,533,604,71
5,9,7,616,698,82
5,1,7,724,763,39
5,4,9,778,828,50
6,6,0,0,87,87
6,2,1,87,109,22
6,4,0,109,180,71
6,9,2,224,288,64
6,8,3,288,370,82
6,7,5,370,454,84
6,3,7,454,526,72
6,5,5,543,636,93
6,0,9,716,805,89
6,1,9,858,879,21
7,5,0,0,70,70
7,1,1,70,101,31
7,3,2,108,170,62
7,9,3,288,320,32
7,0,5,356,440,84
7,8,5,440,453,13
7,2,8,453,533,80
7,6,6,533,589,56
7,7,7,589,665,76
7,4,7,691,758,67
8,7,2,103,144,41
8,1,3,241,298,57
8,3,4,298,345,47
8,2,6,345,379,34
8,5,2,379,456,77
8,8,6,456,485,29
8,0,6,485,562,77
8,9,6,562,616,54
8,6,7,616,664,48
8,4,5,664,679,15
9,2,0,0,82,82
9,9,0,82,170,88
9,7,3,170,248,78
9,8,7,485,525,40
9,3,8,526,561,35
9,0,7,562,658,96
9,6,8,664,700,36
9,4,8,758,778,20
9,5,8,778,785,7
9,1,8,785,858,73
