machine_id,job_id,op_index,start,end,proc_time
0,7,0,0,36,36
0,0,4,258,267,9
0,9,4,267,319,52
0,1,4,319,396,77
0,4,3,396,460,64
0,2,5,492,532,40
0,3,9,557,612,55
0,8,9,612,687,75
0,6,9,689,784,95
0,5,9,789,841,52
1,3,0,0,91,91
1,1,2,91,178,87
1,4,1,178,268,90
1,6,1,268,331,63
1,2,4,443,492,49
1,8,8,503,581,78
1,0,8,653,711,58
1,5,7,711,768,57
1,9,9,768,794,26
1,7,9,794,802,8
2,0,0,0,44,44
2,3,1,91,108,17
2,8,1,108,189,81
2,9,5,319,325,6
2,5,3,331,360,29
2,6,4,363,445,82
2,4,4,460,554,94
2,1,6,562,643,81
2,2,7,643,691,48
2,7,8,691,727,36
3,0,1,44,49,5
3,8,2,189,202,13
3,7,4,222,298,76
3,4,2,298,373,75
3,2,3,373,443,70
3,3,6,443,450,7
3,6,5,450,477,27
3,1,5,477,562,85
3,5,6,615,683,68
3,9,8,683,689,6
4,1,0,0,15,15
4,9,1,88,142,54
4,0,3,161,258,97
4,6,2,331,357,26
4,2,2,357,367,10
4,8,4,367,421,54
4,3,5,421,432,11
4,7,6,432,462,30
4,5,4,462,520,58
4,4,6,569,581,12
5,8,0,0,88,88
5,7,1,88,103,15
5,0,2,103,161,58
5,5,1,161,254,93
5,3,3,254,329,75
5,6,3,357,363,6
5,9,7,432,514,82
5,1,7,643,682,39
5,4,9,709,759,50
5,2,9,771,842,71
6,4,0,0,71,71
6,6,0,71,158,87
6,9,2,158,222,64
6,8,3,222,304,82
6,2,1,304,326,22
6,7,5,326,410,84
6,3,7,450,522,72
6,5,5,522,615,93
6,0,9,711,800,89
6,1,9,800,821,21
7,1,1,15,46,31
7,5,0,46,116,70
7,3,2,116,178,62
7,9,3,222,254,32
7,0,5,267,351,84
7,8,5,421,434,13
7,7,7,462,538,76
7,6,6,538,594,56
7,4,7,594,661,67
7,2,8,691,771,80
8,7,2,103,144,41
8,1,3,178,235,57
8,5,2,254,331,77
8,3,4,331,378,47
8,9,6,378,432,54
8,8,6,434,463,29
8,0,6,463,540,77
8,4,5,554,569,15
8,2,6,569,603,34
8,6,7,603,651,48
9,9,0,0,88,88
9,7,3,144,222,78
9,2,0,222,304,82
9,8,7,463,503,40
9,3,8,522,557,35
9,0,7,557,653,96
9,6,8,653,689,36
9,4,8,689,709,20
9,1,8,709,782,73
9,5,8,782,789,7
