machine_id,job_id,op_index,start,end,proc_time
0,7,0,0,36,36
0,2,5,233,273,40
0,1,4,273,350,77
0,0,4,350,359,9
0,9,4,359,411,52
0,4,3,510,574,64
0,3,9,574,629,55
0,8,9,629,704,75
0,6,9,704,799,95
0,5,9,799,851,52
1,3,0,0,91,91
1,1,2,91,178,87
1,2,4,184,233,49
1,6,1,233,296,63
1,4,1,296,386,90
1,8,8,525,603,78
1,0,8,658,716,58
1,5,7,716,773,57
1,7,9,773,781,8
1,9,9,781,807,26
2,0,0,0,44,44
2,3,1,91,108,17
2,8,1,108,189,81
2,2,7,326,374,48
2,6,4,374,456,82
2,5,3,456,485,29
2,9,5,485,491,6
2,1,6,491,572,81
2,4,4,574,668,94
2,7,8,669,705,36
3,0,1,44,49,5
3,2,3,114,184,70
3,8,2,189,202,13
3,7,4,248,324,76
3,3,6,332,339,7
3,1,5,350,435,85
3,4,2,435,510,75
3,6,5,510,537,27
3,5,6,636,704,68
3,9,8,764,770,6
4,1,0,0,15,15
4,2,2,104,114,10
4,9,1,170,224,54
4,0,3,224,321,97
4,3,5,321,332,11
4,6,2,332,358,26
4,8,4,370,424,54
4,5,4,485,543,58
4,7,6,543,573,30
4,4,6,683,695,12
5,8,0,0,88,88
5,7,1,88,103,15
5,0,2,103,161,58
5,3,3,170,245,75
5,5,1,245,338,93
5,6,3,358,364,6
5,1,7,572,611,39
5,2,9,611,682,71
5,9,7,682,764,82
5,4,9,800,850,50
6,4,0,0,71,71
6,2,1,82,104,22
6,6,0,104,191,87
6,9,2,224,288,64
6,8,3,288,370,82
6,7,5,370,454,84
6,3,7,454,526,72
6,5,5,543,636,93
6,0,9,716,805,89
6,1,9,805,826,21
7,1,1,15,46,31
7,3,2,108,170,62
7,5,0,170,240,70
7,9,3,288,320,32
7,0,5,359,443,84
7,8,5,443,456,13
7,2,8,456,536,80
7,6,6,537,593,56
7,7,7,593,669,76
7,4,7,695,762,67
8,7,2,103,144,41
8,1,3,178,235,57
8,3,4,245,292,47
8,2,6,292,326,34
8,5,2,338,415,77
8,8,6,456,485,29
8,0,6,485,562,77
8,9,6,562,616,54
8,6,7,616,664,48
8,4,5,668,683,15
9,2,0,0,82,82
9,9,0,82,170,88
9,7,3,170,248,78
9,8,7,485,525,40
9,3,8,526,561,35
9,0,7,562,658,96
9,6,8,664,700,36
9,1,8,700,773,73
9,5,8,773,780,7
9,4,8,780,800,20
