machine_id,job_id,op_index,start,end,proc_time
0,7,0,0,36,36
0,1,4,235,312,77
0,0,4,312,321,9
0,9,4,321,373,52
0,2,5,380,420,40
0,4,3,420,484,64
0,3,9,558,613,55
0,8,9,613,688,75
0,6,9,695,790,95
0,5,9,798,850,52
1,3,0,0,91,91
1,1,2,91,178,87
1,4,1,178,268,90
1,6,1,268,331,63
1,2,4,331,380,49
1,8,8,523,601,78
1,0,8,656,714,58
1,5,7,714,771,57
1,9,9,806,832,26
1,7,9,832,840,8
2,0,0,0,44,44
2,8,1,88,169,81
2,3,1,169,186,17
2,5,3,316,345,29
2,6,4,363,445,82
2,9,5,445,451,6
2,2,7,454,502,48
2,4,4,502,596,94
2,1,6,596,677,81
2,7,8,794,830,36
3,0,1,44,49,5
3,8,2,169,182,13
3,2,3,202,272,70
3,4,2,272,347,75
3,1,5,347,432,85
3,3,6,432,439,7
3,6,5,445,472,27
3,7,4,472,548,76
3,5,6,604,672,68
3,9,8,800,806,6
4,1,0,0,15,15
4,9,1,88,142,54
4,2,2,192,202,10
4,0,3,202,299,97
4,6,2,331,357,26
4,8,4,357,411,54
4,3,5,411,422,11
4,5,4,422,480,58
4,4,6,611,623,12
4,7,6,688,718,30
5,8,0,0,88,88
5,0,2,88,146,58
5,5,1,146,239,93
5,7,1,239,254,15
5,3,3,254,329,75
5,6,3,357,363,6
5,2,9,608,679,71
5,1,7,679,718,39
5,9,7,718,800,82
5,4,9,800,850,50
6,4,0,0,71,71
6,6,0,71,158,87
6,2,1,170,192,22
6,9,2,192,256,64
6,8,3,256,338,82
6,3,7,439,511,72
6,5,5,511,604,93
6,7,5,604,688,84
6,0,9,714,803,89
6,1,9,803,824,21
7,1,1,15,46,31
7,5,0,46,116,70
7,3,2,186,248,62
7,9,3,256,288,32
7,0,5,321,405,84
7,8,5,411,424,13
7,6,6,472,528,56
7,2,8,528,608,80
7,4,7,623,690,67
7,7,7,718,794,76
8,1,3,178,235,57
8,5,2,239,316,77
8,7,2,316,357,41
8,3,4,357,404,47
8,2,6,420,454,34
8,8,6,454,483,29
8,0,6,483,560,77
8,4,5,596,611,15
8,6,7,611,659,48
8,9,6,659,713,54
9,9,0,0,88,88
9,2,0,88,170,82
9,7,3,357,435,78
9,8,7,483,523,40
9,3,8,523,558,35
9,0,7,560,656,96
9,6,8,659,695,36
9,4,8,695,715,20
9,1,8,718,791,73
9,5,8,791,798,7
