machine_id,job_id,op_index,start,end,proc_time
0,7,0,0,36,36
0,4,3,257,321,64
0,0,4,336,345,9
0,1,4,345,422,77
0,2,5,422,462,40
0,9,4,462,514,52
0,3,9,541,596,55
0,8,9,596,671,75
0,6,9,711,806,95
0,5,9,806,858,52
1,3,0,0,91,91
1,4,1,91,181,90
1,1,2,181,268,87
1,6,1,268,331,63
1,2,4,331,380,49
1,8,8,484,562,78
1,0,8,670,728,58
1,5,7,728,785,57
1,9,9,785,811,26
1,7,9,848,856,8
2,0,0,0,44,44
2,8,1,88,169,81
2,3,1,169,186,17
2,5,3,258,287,29
2,4,4,321,415,94
2,6,4,422,504,82
2,9,5,514,520,6
2,1,6,520,601,81
2,2,7,601,649,48
2,7,8,812,848,36
3,0,1,44,49,5
3,8,2,169,182,13
3,4,2,182,257,75
3,2,3,257,327,70
3,3,6,427,434,7
3,1,5,434,519,85
3,6,5,519,546,27
3,7,4,546,622,76
3,5,6,622,690,68
3,9,8,722,728,6
4,1,0,0,15,15
4,9,1,170,224,54
4,2,2,224,234,10
4,0,3,239,336,97
4,8,4,336,390,54
4,6,2,390,416,26
4,3,5,416,427,11
4,4,6,457,469,12
4,5,4,469,527,58
4,7,6,706,736,30
5,8,0,0,88,88
5,5,1,88,181,93
5,0,2,181,239,58
5,7,1,239,254,15
5,3,3,254,329,75
5,6,3,416,422,6
5,1,7,601,640,39
5,9,7,640,722,82
5,4,9,722,772,50
5,2,9,772,843,71
6,4,0,0,71,71
6,6,0,71,158,87
6,2,1,158,180,22
6,8,3,182,264,82
6,9,2,264,328,64
6,3,7,434,506,72
6,5,5,527,620,93
6,7,5,622,706,84
6,0,9,728,817,89
6,1,9,817,838,21
7,5,0,0,70,70
7,1,1,70,101,31
7,3,2,186,248,62
7,9,3,328,360,32
7,8,5,390,403,13
7,0,5,403,487,84
7,4,7,487,554,67
7,6,6,554,610,56
7,2,8,649,729,80
7,7,7,736,812,76
8,5,2,181,258,77
8,1,3,268,325,57
8,7,2,325,366,41
8,3,4,366,413,47
8,8,6,413,442,29
8,4,5,442,457,15
8,2,6,462,496,34
8,0,6,496,573,77
8,9,6,573,627,54
8,6,7,627,675,48
9,2,0,0,82,82
9,9,0,82,170,88
9,7,3,366,444,78
9,8,7,444,484,40
9,3,8,506,541,35
9,4,8,554,574,20
9,0,7,574,670,96
9,6,8,675,711,36
9,1,8,711,784,73
9,5,8,785,792,7
