machine_id,job_id,op_index,start,end,proc_time
0,7,0,0,36,36
0,0,4,258,267,9
0,9,4,267,319,52
0,4,3,373,437,64
0,1,4,437,514,77
0,2,5,515,555,40
0,3,9,555,610,55
0,8,9,621,696,75
0,6,9,696,791,95
0,5,9,791,843,52
1,3,0,0,91,91
1,1,2,91,178,87
1,4,1,178,268,90
1,6,1,268,331,63
1,2,4,466,515,49
1,8,8,543,621,78
1,0,8,639,697,58
1,5,7,697,754,57
1,9,9,754,780,26
1,7,9,829,837,8
2,0,0,0,44,44
2,3,1,91,108,17
2,8,1,108,189,81
2,9,5,319,325,6
2,5,3,331,360,29
2,6,4,363,445,82
2,4,4,445,539,94
2,2,7,589,637,48
2,1,6,637,718,81
2,7,8,793,829,36
3,0,1,44,49,5
3,8,2,189,202,13
3,7,4,222,298,76
3,4,2,298,373,75
3,3,6,389,396,7
3,2,3,396,466,70
3,6,5,466,493,27
3,1,5,514,599,85
3,9,8,621,627,6
3,5,6,627,695,68
4,1,0,0,15,15
4,9,1,88,142,54
4,0,3,161,258,97
4,6,2,331,357,26
4,2,2,357,367,10
4,3,5,378,389,11
4,8,4,389,443,54
4,5,4,443,501,58
4,4,6,554,566,12
4,7,6,678,708,30
5,8,0,0,88,88
5,7,1,88,103,15
5,0,2,103,161,58
5,5,1,161,254,93
5,3,3,254,329,75
5,6,3,357,363,6
5,9,7,539,621,82
5,4,9,659,709,50
5,1,7,718,757,39
5,2,9,757,828,71
6,4,0,0,71,71
6,6,0,71,158,87
6,9,2,158,222,64
6,8,3,222,304,82
6,2,1,304,326,22
6,3,7,396,468,72
6,5,5,501,594,93
6,7,5,594,678,84
6,0,9,697,786,89
6,1,9,834,855,21
7,1,1,15,46,31
7,5,0,46,116,70
7,3,2,116,178,62
7,9,3,222,254,32
7,0,5,267,351,84
7,8,5,443,456,13
7,6,6,493,549,56
7,4,7,566,633,67
7,2,8,637,717,80
7,7,7,717,793,76
8,7,2,103,144,41
8,1,3,178,235,57
8,5,2,254,331,77
8,3,4,331,378,47
8,0,6,378,455,77
8,8,6,456,485,29
8,9,6,485,539,54
8,4,5,539,554,15
8,2,6,555,589,34
8,6,7,589,637,48
9,9,0,0,88,88
9,7,3,144,222,78
9,2,0,222,304,82
9,3,8,468,503,35
9,8,7,503,543,40
9,0,7,543,639,96
9,4,8,639,659,20
9,6,8,659,695,36
9,5,8,754,761,7
9,1,8,761,834,73
