machine_id,job_id,op_index,start,end,proc_time
0,7,0,0,36,36
0,0,4,277,286,9
0,1,4,298,375,77
0,2,5,380,420,40
0,4,3,420,484,64
0,9,4,484,536,52
0,3,9,560,615,55
0,8,9,615,690,75
0,6,9,697,792,95
0,5,9,804,856,52
1,3,0,0,91,91
1,6,1,91,154,63
1,1,2,154,241,87
1,4,1,241,331,90
1,2,4,331,380,49
1,8,8,525,603,78
1,0,8,658,716,58
1,5,7,730,787,57
1,7,9,804,812,8
1,9,9,812,838,26
2,0,0,0,44,44
2,3,1,91,108,17
2,8,1,108,189,81
2,6,4,251,333,82
2,5,3,422,451,29
2,2,7,456,504,48
2,4,4,504,598,94
2,9,5,598,604,6
2,1,6,604,685,81
2,7,8,768,804,36
3,0,1,44,49,5
3,2,3,119,189,70
3,8,2,189,202,13
3,7,4,248,324,76
3,4,2,331,406,75
3,3,6,406,413,7
3,6,5,413,440,27
3,1,5,440,525,85
3,5,6,662,730,68
3,9,8,806,812,6
4,1,0,0,15,15
4,2,2,109,119,10
4,6,2,154,180,26
4,0,3,180,277,97
4,9,1,277,331,54
4,8,4,331,385,54
4,3,5,385,396,11
4,5,4,451,509,58
4,7,6,569,599,30
4,4,6,613,625,12
5,8,0,0,88,88
5,7,1,88,103,15
5,0,2,103,161,58
5,3,3,170,245,75
5,6,3,245,251,6
5,5,1,251,344,93
5,2,9,584,655,71
5,1,7,685,724,39
5,9,7,724,806,82
5,4,9,806,856,50
6,6,0,0,87,87
6,2,1,87,109,22
6,4,0,109,180,71
6,8,3,202,284,82
6,9,2,331,395,64
6,3,7,413,485,72
6,7,5,485,569,84
6,5,5,569,662,93
6,0,9,716,805,89
6,1,9,805,826,21
7,5,0,0,70,70
7,1,1,70,101,31
7,3,2,108,170,62
7,0,5,286,370,84
7,8,5,385,398,13
7,9,3,398,430,32
7,6,6,440,496,56
7,2,8,504,584,80
7,4,7,625,692,67
7,7,7,692,768,76
8,7,2,103,144,41
8,1,3,241,298,57
8,3,4,298,345,47
8,5,2,345,422,77
8,2,6,422,456,34
8,8,6,456,485,29
8,0,6,485,562,77
8,4,5,598,613,15
8,6,7,613,661,48
8,9,6,661,715,54
9,2,0,0,82,82
9,9,0,82,170,88
9,7,3,170,248,78
9,8,7,485,525,40
9,3,8,525,560,35
9,0,7,562,658,96
9,6,8,661,697,36
9,4,8,697,717,20
9,1,8,724,797,73
9,5,8,797,804,7
