machine_id,job_id,op_index,start,end,proc_time
0,7,0,0,36,36
0,0,4,206,215,9
0,1,4,235,312,77
0,2,5,380,420,40
0,9,4,426,478,52
0,4,3,523,587,64
0,6,9,591,686,95
0,3,9,686,741,55
0,8,9,741,816,75
0,5,9,816,868,52
1,3,0,0,91,91
1,1,2,91,178,87
1,6,1,178,241,63
1,4,1,241,331,90
1,2,4,331,380,49
1,0,8,492,550,58
1,8,8,631,709,78
1,5,7,749,806,57
1,7,9,806,814,8
1,9,9,814,840,26
2,0,0,0,44,44
2,3,1,91,108,17
2,8,1,197,278,81
2,6,4,278,360,82
2,1,6,414,495,81
2,5,3,495,524,29
2,9,5,524,530,6
2,2,7,530,578,48
2,4,4,587,681,94
2,7,8,681,717,36
3,0,1,44,49,5
3,7,4,170,246,76
3,2,3,246,316,70
3,8,2,316,329,13
3,1,5,329,414,85
3,6,5,414,441,27
3,3,6,441,448,7
3,4,2,448,523,75
3,5,6,681,749,68
3,9,8,749,755,6
4,1,0,0,15,15
4,0,3,109,206,97
4,2,2,206,216,10
4,6,2,241,267,26
4,9,1,267,321,54
4,7,6,330,360,30
4,3,5,360,371,11
4,8,4,476,530,54
4,5,4,530,588,58
4,4,6,696,708,12
5,7,1,36,51,15
5,0,2,51,109,58
5,8,0,109,197,88
5,3,3,197,272,75
5,6,3,272,278,6
5,5,1,278,371,93
5,1,7,495,534,39
5,9,7,638,720,82
5,2,9,720,791,71
5,4,9,795,845,50
6,4,0,0,71,71
6,6,0,71,158,87
6,2,1,158,180,22
6,7,5,246,330,84
6,9,2,330,394,64
6,8,3,394,476,82
6,3,7,476,548,72
6,5,5,588,681,93
6,0,9,681,770,89
6,1,9,770,791,21
7,1,1,15,46,31
7,5,0,46,116,70
7,3,2,116,178,62
7,0,5,215,299,84
7,9,3,394,426,32
7,6,6,441,497,56
7,8,5,530,543,13
7,7,7,543,619,76
7,2,8,619,699,80
7,4,7,708,775,67
8,7,2,51,92,41
8,1,3,178,235,57
8,3,4,272,319,47
8,0,6,319,396,77
8,5,2,396,473,77
8,2,6,473,507,34
8,6,7,507,555,48
8,8,6,555,584,29
8,9,6,584,638,54
8,4,5,681,696,15
9,2,0,0,82,82
9,7,3,92,170,78
9,9,0,170,258,88
9,0,7,396,492,96
9,6,8,555,591,36
9,8,7,591,631,40
9,3,8,631,666,35
9,1,8,666,739,73
9,4,8,775,795,20
9,5,8,806,813,7
