machine_id,job_id,op_index,start,end,proc_time
0,11,0,0,22,22
0,17,2,42,54,12
0,2,1,65,87,22
0,0,4,91,112,21
0,15,4,112,125,13
0,12,6,257,295,38
0,14,4,295,306,11
0,9,5,306,340,34
0,3,6,349,381,32
0,19,8,387,403,16
0,13,8,414,434,20
0,8,7,434,461,27
0,10,14,464,500,36
0,1,10,500,511,11
0,5,14,536,561,25
0,7,14,561,574,13
0,4,11,574,598,24
0,18,14,602,615,13
0,6,13,615,632,17
0,16,14,649,670,21
1,13,1,52,81,29
1,5,3,81,114,33
1,10,3,114,145,31
1,1,4,145,169,24
1,9,1,173,184,11
1,17,5,184,202,18
1,19,3,202,216,14
1,4,2,216,244,28
1,3,2,244,263,19
1,16,5,264,295,31
1,18,8,295,307,12
1,7,10,323,359,36
1,12,11,378,414,36
1,14,8,419,453,34
1,0,8,453,483,30
1,15,11,493,511,18
1,11,11,511,529,18
1,2,9,529,543,14
1,6,12,572,601,29
1,8,14,628,660,32
2,0,0,0,24,24
2,17,3,54,74,20
2,16,2,109,137,28
2,12,2,141,177,36
2,2,4,177,197,20
2,6,6,212,251,39
2,1,7,251,287,36
2,7,9,296,323,27
2,11,8,343,372,29
2,18,9,372,385,13
2,14,6,385,399,14
2,5,9,399,425,26
2,10,13,425,464,39
2,15,10,464,493,29
2,13,11,493,514,21
2,8,10,514,535,21
2,4,10,535,559,24
2,3,11,559,588,29
2,9,12,588,616,28
2,19,13,616,638,22
3,16,0,0,25,25
3,0,1,25,37,12
3,1,1,37,52,15
3,6,1,59,89,30
3,7,4,114,135,21
3,14,2,135,165,30
3,8,3,165,192,27
3,12,4,192,220,28
3,18,7,220,237,17
3,10,8,238,265,27
3,2,5,265,277,12
3,19,5,277,308,31
3,17,9,308,339,31
3,9,6,340,364,24
3,5,8,364,387,23
3,15,9,396,432,36
3,4,8,457,481,24
3,11,12,529,540,11
3,3,12,588,601,13
3,13,14,616,643,27
4,7,1,45,64,19
4,0,3,64,91,27
4,15,3,91,108,17
4,6,5,185,212,27
4,10,7,218,238,20
4,11,4,238,269,31
4,13,4,269,303,34
4,3,5,319,349,30
4,8,5,387,408,21
4,16,9,408,420,12
4,5,10,425,440,15
4,19,11,440,469,29
4,12,12,469,484,15
4,14,10,492,515,23
4,17,13,515,528,13
4,9,10,528,543,15
4,18,13,564,602,38
4,1,14,602,630,28
4,2,13,630,652,22
4,4,14,652,670,18
5,18,0,0,18,18
5,7,0,18,45,27
5,10,1,45,82,37
5,17,4,82,94,12
5,16,1,94,109,15
5,12,1,109,141,32
5,11,2,141,169,28
5,15,5,169,202,33
5,9,2,202,241,39
5,19,4,241,274,33
5,5,6,274,314,40
5,13,5,314,347,33
5,8,4,347,387,40
5,4,5,387,405,18
5,14,7,405,419,14
5,3,7,419,440,21
5,1,8,440,466,26
