machine_id,job_id,op_index,start,end,proc_time
0,11,0,0,22,22
0,2,1,35,57,22
0,17,2,75,87,12
0,0,4,108,129,21
0,15,4,129,142,13
0,12,6,214,252,38
0,14,4,253,264,11
0,8,7,269,296,27
0,9,5,314,348,34
0,13,8,348,368,20
0,3,6,368,400,32
0,19,8,433,449,16
0,1,10,482,493,11
0,4,11,529,553,24
0,7,14,578,591,13
0,18,14,591,604,13
0,6,13,605,622,17
0,5,14,623,648,25
0,10,14,648,684,36
0,16,14,684,705,21
1,13,1,52,81,29
1,5,3,81,114,33
1,9,1,114,125,11
1,4,2,125,153,28
1,17,5,153,171,18
1,3,2,183,202,19
1,10,3,202,233,31
1,16,5,233,264,31
1,19,3,264,278,14
1,1,4,304,328,24
1,7,10,328,364,36
1,14,8,364,398,34
1,18,8,398,410,12
1,12,11,410,446,36
1,0,8,446,476,30
1,2,9,476,490,14
1,15,11,558,576,18
1,6,12,576,605,29
1,11,11,619,637,18
1,8,14,637,669,32
2,0,0,0,24,24
2,16,2,42,70,28
2,12,2,74,110,36
2,17,3,110,130,20
2,2,4,130,150,20
2,7,9,254,281,27
2,14,6,281,295,14
2,6,6,295,334,39
2,8,10,356,377,21
2,1,7,377,413,36
2,18,9,413,426,13
2,13,11,426,447,21
2,11,8,447,476,29
2,5,9,479,505,26
2,4,10,505,529,24
2,15,10,529,558,29
2,9,12,558,586,28
2,10,13,586,625,39
2,3,11,625,654,29
2,19,13,654,676,22
3,16,0,0,25,25
3,0,1,25,37,12
3,6,1,37,67,30
3,7,4,101,122,21
3,8,3,122,149,27
3,12,4,149,177,28
3,14,2,177,207,30
3,1,1,207,222,15
3,2,5,222,234,12
3,17,9,273,304,31
3,19,5,315,346,31
3,18,7,346,363,17
3,9,6,363,387,24
3,10,8,387,414,27
3,4,8,427,451,24
3,5,8,456,479,23
3,15,9,479,515,36
3,11,12,637,648,11
3,3,12,654,667,13
3,13,14,667,694,27
4,7,1,27,46,19
4,0,3,81,108,27
4,15,3,108,125,17
4,13,4,188,222,34
4,8,5,222,243,21
4,6,5,265,292,27
4,11,4,292,323,31
4,3,5,337,367,30
4,10,7,367,387,20
4,16,9,404,416,12
4,14,10,437,460,23
4,12,12,460,475,15
4,19,11,475,504,29
4,9,10,505,520,15
4,5,10,520,535,15
4,17,13,535,548,13
4,18,13,548,586,38
4,1,14,594,622,28
4,2,13,649,671,22
4,4,14,671,689,18
5,7,0,0,27,27
5,16,1,27,42,15
5,12,1,42,74,32
5,18,0,74,92,18
5,10,1,92,129,37
5,17,4,130,142,12
5,11,2,142,170,28
5,8,4,170,210,40
5,9,2,210,249,39
5,13,5,249,282,33
5,19,4,282,315,33
5,15,5,315,348,33
5,14,7,348,362,14
5,4,5,362,380,18
5,5,6,380,420,40
5,3,7,420,441,21
5,1,8,441,467,26
5,6,9,467,503,36
5,0,9,503,534,31
5,2,10,534,550,16
6,2,0,0,35,35
6,7,2,46,75,29
6,1,0,75,105,30
6,6,2,105,126,21
6,0,5,129,154,25
6,3,1,154,183,29
6,4,3,183,215,32
6,5,5,215,250,35
6,12,7,252,272,20
6,13,6,282,309,27
6,16,7,309,340,31
6,8,9,340,356,16
6,18,11,466,483,17
6,19,12,504,532,28
6,10,12,532,557,25
6,17,14,557,583,26
6,14,13,601,624,23
6,15,13,624,657,33
6,9,14,657,690,33
6,11,14,690,705,15
7,15,2,53,89,36
7,2,3,89,121,32
7,18,2,122,160,38
7,5,4,160,194,34
7,16,4,194,233,39
7,3,3,233,247,14
7,10,4,247,272,25
7,4,4,272,288,16
7,9,4,291,314,23
7,12,8,314,333,19
7,0,7,333,359,26
7,13,9,368,396,28
7,17,10,396,428,32
7,19,9,449,460,11
7,1,9,467,482,15
7,11,9,482,514,32
7,8,12,514,542,28
7,7,13,556,578,22
7,14,14,624,651,27
7,6,14,651,684,33
8,5,0,0,24,24
8,13,0,24,52,28
8,19,1,52,91,39
8,8,2,91,115,24
8,12,3,115,129,14
8,6,3,129,148,19
8,7,6,162,176,14
8,0,6,176,203,27
8,17,7,203,242,39
8,16,6,264,299,35
8,10,5,299,312,13
8,11,5,323,344,21
8,15,6,348,373,25
8,4,6,380,404,24
8,14,9,404,437,33
8,9,8,444,474,30
8,18,12,483,513,30
8,1,11,513,536,23
8,2,12,633,649,16
8,3,13,667,687,20
9,15,0,0,13,13
9,19,0,13,44,31
9,3,0,44,64,20
9,0,2,64,81,17
9,7,3,81,101,20
9,14,0,101,122,21
9,8,6,243,269,26
9,18,6,324,340,16
9,2,8,340,357,17
9,11,6,357,377,20
9,6,7,377,390,13
9,4,7,404,427,23
9,10,9,427,452,25
9,17,11,452,472,20
9,12,13,475,507,32
9,13,13,507,540,33
9,5,11,540,568,28
9,1,13,568,594,26
9,9,13,594,620,26
9,16,12,626,642,16
10,10,0,0,28,28
10,17,1,61,75,14
10,18,1,92,122,30
10,7,5,122,162,40
10,2,7,304,327,23
10,13,7,327,344,17
10,1,6,344,372,28
10,8,11,377,390,13
10,15,8,397,420,23
10,5,7,420,456,36
10,4,9,456,490,34
10,3,9,490,514,24
10,9,11,520,535,15
10,6,10,535,556,21
10,16,10,556,589,33
10,14,12,589,601,12
10,11,10,601,619,18
10,12,14,619,635,16
10,0,13,649,668,19
10,19,14,676,693,17
11,4,0,0,23,23
11,5,1,24,43,19
11,8,1,59,88,29
11,11,1,88,113,25
11,17,6,171,188,17
11,14,5,264,280,16
11,1,3,285,304,19
11,18,5,304,324,20
11,12,9,333,345,12
11,19,6,346,368,22
11,16,8,368,404,36
11,13,10,404,425,21
11,3,8,441,470,29
11,9,9,474,505,31
11,10,11,505,519,14
11,7,12,519,556,37
11,6,11,556,573,17
11,0,10,573,591,18
11,15,12,591,604,13
11,2,11,604,633,29
