machine_id,job_id,op_index,start,end,proc_time
0,16,0,0,21,21
0,32,1,21,67,46
0,6,0,67,95,28
0,20,1,95,115,20
0,13,1,115,154,39
0,12,0,154,170,16
0,25,2,170,194,24
0,28,1,194,197,3
0,43,0,197,246,49
0,31,3,246,276,30
0,10,3,276,299,23
0,48,0,299,334,35
0,11,1,334,338,4
0,40,0,338,397,59
0,42,4,397,399,2
0,19,3,399,447,48
0,5,1,447,462,15
0,27,1,462,483,21
0,18,4,483,536,53
0,15,3,536,568,32
0,35,4,604,614,10
0,9,4,614,689,75
0,0,0,689,781,92
0,45,3,781,796,15
0,17,2,796,847,51
0,21,2,847,933,86
0,3,1,933,981,48
0,47,2,981,1019,38
0,24,4,1019,1057,38
0,44,3,1064,1089,25
0,26,4,1089,1164,75
0,41,3,1172,1193,21
0,14,1,1193,1286,93
0,36,3,1297,1332,35
0,38,4,1411,1419,8
0,39,0,1419,1509,90
0,37,1,1509,1555,46
0,7,4,1560,1573,13
0,22,1,1573,1634,61
0,34,4,1634,1657,23
0,29,2,1657,1740,83
0,1,0,1740,1826,86
0,4,0,1826,1909,83
0,30,3,1909,2006,97
0,8,0,2006,2091,85
0,46,3,2091,2113,22
0,23,4,2113,2146,33
0,2,4,2146,2238,92
0,49,2,2423,2425,2
0,33,4,2572,2601,29
1,18,0,0,21,21
1,20,0,21,41,20
1,13,0,41,81,40
1,35,0,81,119,38
1,31,1,119,156,37
1,28,0,156,164,8
1,15,1,164,172,8
1,38,0,172,187,15
1,2,0,187,191,4
1,17,0,191,241,50
1,24,1,241,254,13
1,25,4,254,292,38
1,9,2,292,357,65
1,42,3,357,361,4
1,10,4,361,427,66
1,48,2,427,432,5
1,19,4,447,458,11
1,40,1,458,508,50
1,12,4,508,533,25
1,16,2,533,559,26
1,5,2,559,659,100
1,26,1,659,706,47
1,27,2,706,759,53
1,45,2,759,767,8
1,21,1,767,807,40
1,44,1,807,862,55
1,41,0,862,924,62
1,11,4,924,993,69
1,32,4,993,1092,99
1,47,3,1092,1169,77
1,3,2,1169,1228,59
1,36,2,1268,1297,29
1,43,3,1297,1386,89
1,14,4,1386,1391,5
1,34,1,1391,1460,69
1,7,3,1526,1560,34
1,6,4,1667,1752,85
1,29,4,1757,1780,23
1,23,1,1780,1874,94
1,46,1,1874,1971,97
1,4,1,1971,2049,78
1,1,2,2049,2124,75
1,30,4,2124,2223,99
1,22,3,2223,2309,86
1,8,2,2309,2342,33
1,49,1,2342,2423,81
1,39,4,2423,2509,86
1,33,3,2509,2572,63
1,37,4,2714,2762,48
1,0,4,2805,2854,49
2,42,0,0,20,20
2,9,0,20,44,24
2,16,1,44,72,28
2,32,2,72,86,14
2,31,0,86,114,28
2,10,0,114,162,48
2,18,2,162,209,47
2,25,3,209,221,12
2,11,0,221,300,79
2,19,2,300,336,36
2,48,1,336,404,68
2,35,1,404,448,44
2,12,3,448,451,3
2,15,2,451,516,65
2,30,1,516,552,36
2,26,0,552,614,62
2,45,1,627,723,96
2,17,1,723,783,60
2,47,1,783,850,67
2,5,4,850,874,24
2,27,4,874,877,3
2,24,2,877,968,91
2,21,3,968,991,23
2,44,2,991,1064,73
2,41,1,1064,1136,72
2,20,4,1136,1184,48
2,2,3,1184,1224,40
2,7,0,1224,1285,61
2,14,2,1286,1294,8
2,3,3,1294,1386,92
2,38,3,1386,1411,25
2,36,4,1411,1477,66
2,34,2,1477,1569,92
2,39,1,1569,1620,51
2,6,3,1620,1667,47
2,43,4,1667,1731,64
2,29,3,1740,1757,17
2,13,3,1757,1850,93
2,1,1,1850,1950,100
2,23,3,1950,2010,60
2,49,0,2010,2078,68
2,40,4,2078,2171,93
2,8,1,2171,2246,75
2,46,4,2246,2336,90
2,28,2,2336,2424,88
2,33,2,2424,2475,51
2,22,4,2475,2574,99
2,4,4,2574,2618,44
2,37,3,2618,2714,96
2,0,3,2714,2805,91
3,32,0,0,15,15
3,15,0,15,85,70
3,18,1,85,88,3
3,25,1,88,118,30
3,19,0,118,175,57
3,10,1,175,202,27
3,5,0,202,251,49
3,9,1,251,271,20
3,42,2,271,356,85
3,12,2,356,433,77
3,31,4,433,488,55
3,48,3,488,534,46
3,35,2,534,581,47
3,29,0,581,614,33
3,45,0,614,627,13
3,47,0,627,670,43
3,21,0,670,741,71
3,43,1,741,790,49
3,27,3,790,864,74
3,11,3,864,910,46
3,40,3,910,933,23
3,26,3,933,972,39
3,24,3,972,999,27
3,20,3,999,1073,74
3,2,2,1073,1117,44
3,44,4,1117,1133,16
3,36,0,1133,1175,42
3,38,1,1175,1255,80
3,41,4,1255,1270,15
3,6,1,1270,1323,53
3,14,3,1323,1373,50
3,37,0,1373,1472,99
3,7,2,1472,1526,54
3,3,4,1526,1561,35
3,34,3,1569,1584,15
3,0,2,1584,1640,56
3,39,2,1640,1706,66
3,16,3,1706,1797,91
3,30,2,1797,1867,70
3,22,2,1867,1894,27
3,23,2,1894,1940,46
3,33,1,1940,2018,78
3,46,2,2018,2057,39
3,13,4,2057,2105,48
3,17,4,2105,2198,93
3,1,3,2198,2290,92
3,4,3,2290,2354,64
3,49,3,2425,2429,4
3,28,3,2429,2483,54
3,8,4,2483,2532,49
4,25,0,0,58,58
4,24,0,58,91,33
4,30,0,91,154,63
4,32,3,154,172,18
4,31,2,172,196,24
4,42,1,196,210,14
4,18,3,210,244,34
4,19,1,244,270,26
4,10,2,270,271,1
4,12,1,271,302,31
4,27,0,302,402,100
4,34,0,402,428,26
4,9,3,428,461,33
4,11,2,461,522,61
4,40,2,522,562,40
4,48,4,562,566,4
4,13,2,566,581,15
4,35,3,581,604,23
4,15,4,604,688,84
4,44,0,688,762,74
4,20,2,762,768,6
4,5,3,768,786,18
4,0,1,786,833,47
4,26,2,833,838,5
4,3,0,838,925,87
4,2,1,925,1019,94
4,43,2,1019,1065,46
4,21,4,1065,1094,29
4,14,0,1094,1142,48
4,41,2,1142,1172,30
4,47,4,1172,1183,11
4,36,1,1183,1268,85
4,38,2,1268,1315,47
4,7,1,1315,1386,71
4,6,2,1386,1470,84
4,22,0,1470,1553,83
4,29,1,1553,1625,72
4,23,0,1625,1693,68
4,39,3,1706,1711,5
4,33,0,1711,1800,89
4,46,0,1800,1873,73
4,37,2,1873,1947,74
4,16,4,1947,2005,58
4,17,3,2005,2095,90
4,4,2,2095,2171,76
4,45,4,2171,2268,97
4,1,4,2290,2380,90
4,8,3,2380,2452,72
4,49,4,2452,2511,59
4,28,4,2511,2529,18
5,25,7,331,390,59
5,31,6,526,535,9
5,19,7,535,565,30
5,10,8,565,628,63
5,18,7,629,697,68
5,42,7,697,745,48
5,48,7,745,803,58
5,15,8,803,875,72
5,35,8,886,956,70
5,9,9,1029,1058,29
5,32,7,1181,1191,10
5,44,8,1212,1238,26
5,11,9,1267,1301,34
5,41,5,1301,1378,77
5,24,9,1393,1480,87
5,47,6,1480,1487,7
5,20,7,1487,1567,80
5,12,9,1567,1589,22
5,36,7,1600,1690,90
5,14,8,1690,1778,88
5,5,7,1778,1804,26
5,38,9,1804,1809,5
5,27,9,1896,1924,28
5,6,6,1933,1967,34
5,43,7,1967,2050,83
5,34,7,2050,2097,47
5,3,9,2101,2192,91
5,7,9,2192,2289,97
5,23,6,2289,2375,86
5,1,5,2380,2391,11
5,16,8,2391,2430,39
5,29,9,2430,2500,70
5,39,5,2509,2568,59
5,30,7,2568,2609,41
5,8,6,2609,2621,12
5,46,8,2621,2719,98
5,22,6,2719,2779,60
5,37,5,2779,2831,52
