machine_id,job_id,op_index,start,end,proc_time
0,3,0,0,8,8
0,2,0,8,94,86
0,5,0,94,147,53
0,0,0,147,219,72
0,7,1,219,238,19
0,1,0,238,299,61
0,8,3,299,337,38
0,4,1,355,449,94
0,9,1,449,509,60
0,6,2,509,608,99
1,3,1,8,90,82
1,8,1,97,196,99
1,2,2,196,231,35
1,5,4,237,305,68
1,4,0,305,355,50
1,0,1,355,419,64
1,7,4,419,503,84
1,1,4,586,635,49
1,6,3,635,649,14
1,9,5,649,734,85
2,8,0,0,97,97
2,7,0,97,187,90
2,6,0,187,216,29
2,5,2,216,223,7
2,2,3,231,268,37
2,9,0,268,312,44
2,3,6,312,345,33
2,0,2,419,474,55
2,1,3,508,586,78
2,4,6,670,675,5
3,2,1,94,126,32
3,3,3,126,225,99
3,5,3,225,237,12
3,7,2,238,325,87
3,1,1,325,352,27
3,6,1,352,448,96
3,0,3,474,505,31
3,4,3,505,567,62
3,9,3,567,572,5
3,8,6,572,612,40
4,3,2,90,117,27
4,8,2,196,289,93
4,2,5,289,337,48
4,7,3,337,388,51
4,5,6,392,420,28
4,1,2,420,508,88
4,0,4,508,561,53
4,4,4,567,622,55
4,6,4,649,683,34
4,9,6,734,768,34
5,2,4,268,286,18
5,3,5,299,308,9
5,8,5,350,446,96
5,4,2,449,492,43
5,7,5,503,548,45
5,0,5,561,656,95
5,1,5,656,739,83
5,6,6,739,746,7
5,9,9,914,961,47
5,5,9,1018,1025,7
6,5,1,147,177,30
6,3,4,225,299,74
6,2,6,337,428,91
6,9,4,572,646,74
6,0,6,656,667,11
6,7,7,667,725,58
6,6,7,746,822,76
6,8,8,822,854,32
6,1,7,854,928,74
6,4,9,928,964,36
7,8,4,337,350,13
7,2,7,428,480,52
7,3,8,480,539,59
7,4,5,622,670,48
7,0,7,670,722,52
7,6,5,722,736,14
7,9,7,768,863,95
7,7,8,863,944,81
7,1,8,944,973,29
7,5,8,973,1018,45
8,5,5,305,392,87
8,9,2,509,538,29
8,3,9,539,637,98
8,2,9,637,667,30
8,4,7,675,711,36
8,0,8,722,728,6
8,1,6,739,830,91
8,6,8,830,887,57
8,8,9,887,932,45
8,7,9,944,1040,96
9,3,7,345,365,20
9,5,7,420,490,70
9,2,8,490,550,60
9,7,6,550,634,84
9,8,7,634,698,64
9,4,8,711,758,47
9,0,9,758,842,84
9,9,8,863,914,51
9,6,9,914,990,76
9,1,9,990,1077,87
