machine_id,job_id,op_index,start,end,proc_time
0,3,0,0,8,8
0,5,0,8,61,53
0,1,0,61,122,61
0,7,1,122,141,19
0,2,0,141,227,86
0,4,1,227,321,94
0,9,1,321,381,60
0,0,0,381,453,72
0,8,3,453,491,38
0,6,2,530,629,99
1,4,0,0,50,50
1,3,1,50,132,82
1,5,4,132,200,68
1,8,1,200,299,99
1,2,2,299,334,35
1,1,4,334,383,49
1,7,4,383,467,84
1,0,1,467,531,64
1,9,5,531,616,85
1,6,3,629,643,14
2,7,0,0,90,90
2,5,2,91,98,7
2,8,0,98,195,97
2,9,0,195,239,44
2,1,3,247,325,78
2,6,0,325,354,29
2,2,3,354,391,37
2,3,6,475,508,33
2,4,6,532,537,5
2,0,2,537,592,55
3,5,3,98,110,12
3,1,1,122,149,27
3,7,2,149,236,87
3,2,1,236,268,32
3,3,3,268,367,99
3,4,3,367,429,62
3,9,3,429,434,5
3,6,1,434,530,96
3,0,3,592,623,31
3,8,6,641,681,40
4,3,2,132,159,27
4,1,2,159,247,88
4,7,3,247,298,51
4,5,6,298,326,28
4,8,2,326,419,93
4,4,4,429,484,55
4,2,5,538,586,48
4,9,6,616,650,34
4,0,4,650,703,53
4,6,4,703,737,34
5,4,2,321,364,43
5,1,5,383,466,83
5,3,5,466,475,9
5,7,5,475,520,45
5,2,4,520,538,18
5,5,9,538,545,7
5,8,5,545,641,96
5,0,5,703,798,95
5,6,6,821,828,7
5,9,9,922,969,47
6,5,1,61,91,30
6,3,4,367,441,74
6,9,4,441,515,74
6,1,7,557,631,74
6,2,6,631,722,91
6,7,7,722,780,58
6,0,6,798,809,11
6,8,8,811,843,32
6,6,7,843,919,76
6,4,9,919,955,36
7,5,8,396,441,45
7,4,5,484,532,48
7,8,4,532,545,13
7,3,8,545,604,59
7,1,8,631,660,29
7,9,7,660,755,95
7,2,7,755,807,52
7,6,5,807,821,14
7,0,7,821,873,52
7,7,8,873,954,81
8,5,5,200,287,87
8,9,2,381,410,29
8,1,6,466,557,91
8,4,7,557,593,36
8,3,9,604,702,98
8,8,9,843,888,45
8,0,8,888,894,6
8,2,9,894,924,30
8,6,8,924,981,57
8,7,9,981,1077,96
9,5,7,326,396,70
9,3,7,508,528,20
9,7,6,528,612,84
9,4,8,612,659,47
9,1,9,660,747,87
9,8,7,747,811,64
9,2,8,811,871,60
9,9,8,871,922,51
9,0,9,922,1006,84
9,6,9,1006,1082,76
