machine_id,job_id,op_index,start,end,proc_time
0,1,0,0,21,21
0,0,1,21,74,53
0,7,1,74,134,60
0,8,3,134,178,44
0,4,0,178,261,83
0,3,1,261,316,55
0,5,3,369,461,92
0,9,4,461,557,96
0,6,4,557,650,93
0,2,4,650,662,12
1,0,0,0,21,21
1,8,1,21,70,49
1,5,0,70,124,54
1,7,2,134,175,41
1,3,0,175,252,77
1,6,2,290,377,87
1,9,3,377,452,75
1,1,4,452,523,71
1,4,3,523,542,19
1,2,2,546,588,42
2,7,0,0,38,38
2,5,1,124,167,43
2,8,4,178,276,98
2,1,3,276,302,26
2,9,2,302,345,43
2,4,2,345,409,64
2,6,3,409,496,87
2,3,3,496,562,66
2,0,4,562,596,34
2,2,3,596,627,31
3,8,0,0,17,17
3,2,0,17,56,39
3,1,1,56,108,52
3,6,0,108,177,69
3,7,3,177,201,24
3,9,1,201,280,79
3,4,1,280,314,34
3,0,3,314,369,55
3,5,4,461,523,62
3,3,4,562,639,77
4,9,0,0,77,77
4,8,2,77,102,25
4,0,2,102,197,95
4,1,2,197,213,16
4,6,1,213,290,77
4,5,2,290,369,79
4,3,2,369,448,79
4,2,1,448,546,98
4,7,4,546,629,83
4,4,4,629,666,37
