machine_id,job_id,op_index,start,end,proc_time
0,1,0,0,21,21
0,2,0,21,33,12
0,4,0,33,116,83
0,6,0,116,209,93
0,9,0,209,305,96
0,10,0,305,400,95
0,14,1,400,487,87
0,15,1,487,507,20
0,17,1,507,540,33
0,18,1,540,609,69
0,0,2,609,662,53
0,5,2,662,754,92
0,8,2,754,798,44
0,11,2,798,859,61
0,3,3,859,914,55
0,12,3,914,960,46
0,13,3,960,988,28
0,16,3,988,1066,78
0,7,4,1066,1126,60
0,19,4,1126,1222,96
1,12,0,0,91,91
1,15,0,91,145,54
1,17,0,145,234,89
1,0,1,234,255,21
1,2,1,255,297,42
1,8,1,297,346,49
1,9,1,346,421,75
1,13,1,421,473,52
1,16,1,473,501,28
1,1,2,501,572,71
1,7,2,572,613,41
1,10,2,613,620,7
1,19,2,620,698,78
1,4,3,698,717,19
1,6,3,717,804,87
1,18,3,804,878,74
1,11,3,878,887,9
1,5,4,887,941,54
1,3,4,941,1018,77
1,14,4,1018,1063,45
2,0,0,0,34,34
2,3,0,34,100,66
2,13,0,100,127,27
2,5,1,127,170,43
2,12,1,170,229,59
2,11,1,229,324,95
2,2,2,324,355,31
2,19,1,404,449,45
2,9,2,449,492,43
2,6,2,518,605,87
2,17,2,605,613,8
2,18,2,613,707,94
2,7,3,707,745,38
2,14,3,745,784,39
2,1,4,784,810,26
2,8,3,810,908,98
2,4,4,908,972,64
2,10,4,972,1007,35
2,15,4,1007,1078,71
2,16,4,1078,1115,37
3,1,1,21,73,52
3,3,1,100,177,77
3,7,1,177,201,24
3,10,1,400,476,76
3,4,2,476,510,34
3,14,2,510,551,41
3,16,2,551,577,26
3,17,3,613,679,66
3,0,3,679,734,55
3,15,3,742,756,14
3,5,3,756,818,62
3,19,3,818,887,69
3,2,4,887,926,39
3,6,4,926,995,69
3,8,4,995,1012,17
3,9,4,1012,1091,79
3,11,4,1091,1126,35
3,12,4,1126,1142,16
3,13,4,1142,1192,50
3,18,4,1192,1219,27
4,5,0,0,79,79
4,7,0,79,162,83
4,8,0,162,187,25
4,11,0,187,197,10
4,14,0,197,206,9
4,16,0,206,239,33
4,18,0,239,323,84
4,19,0,323,404,81
4,4,1,404,441,37
4,6,1,441,518,77
4,3,2,518,597,79
4,12,2,597,656,59
4,13,2,656,699,43
4,15,2,699,742,43
4,1,3,742,758,16
4,2,3,758,856,98
4,9,3,856,933,77
4,10,3,933,961,28
4,0,4,961,1056,95
4,17,4,1056,1098,42
